House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
10,Cinnamon Drives,Anna,Phillips,49,Head,Single,Female,Biomedical scientist,None,Christian
10,Cinnamon Drives,Conor,Hanson,51,Partner,Single,Male,Hospital doctor,None,Christian
10,Cinnamon Drives,Wayne,Phillips,17,Son,NA,Male,Student,None,Christian
11,Cinnamon Drives,Valerie,Clark,58,Head,Married,Female,Special educational needs teacher,None,Christian
11,Cinnamon Drives,Keith,Clark,60,Husband,Married,Male,Chartered loss adjuster,None,No Religion
11,Cinnamon Drives,Emily,Morris,34,Daughter,Single,Female,Broadcast engineer,None,Christian
11,Cinnamon Drives,Julia,Morris,33,Daughter,Single,Female,Seismic interpreter,None,Christian
12,Cinnamon Drives,Brenda,Collins,36,Head,Married,Female,Field seismologist,None,No Religion
12,Cinnamon Drives,Keith,Collins,37,Husband,Married,Male,"Journalist, newspaper",None,No Religion
12,Cinnamon Drives,Nicole,Collins,2,Daughter,NA,Female,Child,None,No Religion
12,Cinnamon Drives,Dale,Stephens,27,Lodger,Single,Male,Analytical chemist,None,Christian
13,Cinnamon Drives,Julie,O'Sullivan,43,Head,Single,Female,Office manager,None,No Religion
13,Cinnamon Drives,Alexander,Rogers,52,None,Single,Male,Chief Strategy Officer,None,Christian
13,Cinnamon Drives,Russell,Dickinson,49,None,Divorced,Male,Child psychotherapist,None,Christian
13,Cinnamon Drives,Alexandra,O'Donnell,20,None,Single,Female,University Student,None,No Religion
14,Cinnamon Drives,Amber,Dunn,48,Head,Married,Female,"Copywriter, advertising",None,No Religion
14,Cinnamon Drives,Danny,Dunn,50,Husband,Married,Male,Public affairs consultant,None,No Religion
14,Cinnamon Drives,Norman,Dunn,22,Son,Single,Male,University Student,None,No Religion
14,Cinnamon Drives,Ross,Dunn,18,Son,Single,Male,Student,None,No Religion
15,Cinnamon Drives,Robert,Nixon,27,Head,Single,Male,Psychiatrist,None,No Religion
15,Cinnamon Drives,Natasha,Pearson,26,None,Single,Female,"Doctor, general practice",None,Christian
16,Cinnamon Drives,Naomi,Brooks,70,Head,Widowed,Female,Retired Production manager,None,Christian
17,Cinnamon Drives,Sally,White,49,Head,Married,Female,Associate Professor,None,No Religion
17,Cinnamon Drives,Scott,White,52,Husband,Married,Male,Software engineer,None,No Religion
17,Cinnamon Drives,Melanie,White,12,Daughter,NA,Female,Student,None,No Religion
17,Cinnamon Drives,Reece,Watson,11,Son,NA,Male,Student,None,No Religion
18,Cinnamon Drives,Margaret,West,38,Head,Married,Female,Research scientist (medical),Unknown Infection,No Religion
18,Cinnamon Drives,Raymond,West,40,Husband,Married,Male,Unemployed,None,No Religion
18,Cinnamon Drives,Jessica,West,18,Daughter,Divorced,Female,Student,None,No Religion
18,Cinnamon Drives,Stuart,West,15,Son,NA,Male,Student,None,No Religion
19,Cinnamon Drives,Victoria,Holmes,20,Head,Single,Female,University Student,None,No Religion
19,Cinnamon Drives,Valerie,Parkin,18,None,Single,Female,University Student,None,No Religion
19,Cinnamon Drives,Donna,Baker,19,None,Single,Female,University Student,None,Christian
19,Cinnamon Drives,Debra,Hussain,18,None,Single,Female,University Student,None,Muslim
19,Cinnamon Drives,Leon,Adams,20,None,Single,Male,University Student,None,No Religion
20,Cinnamon Drives,Toby,Robinson,36,Head,Single,Male,Advertising art director,None,Christian
20,Cinnamon Drives,Lauren,Smith,35,Partner,Single,Female,Leisure centre manager,None,Christian
20,Cinnamon Drives,Gail,Robinson,9,Daughter,NA,Female,Student,None,Christian
20,Cinnamon Drives,Ashleigh,Robinson,8,Daughter,NA,Female,Student,None,Christian
21,Cinnamon Drives,Hazel,Byrne,33,Head,Single,Female,Media planner,None,No Religion
21,Cinnamon Drives,Brian,Lloyd,36,Partner,Single,Male,Farm manager,None,No Religion
21,Cinnamon Drives,Nicola,Byrne,1,Daughter,NA,Female,Child,None,No Religion
21,Cinnamon Drives,Joanne,Owen,31,Lodger,Divorced,Female,Chief Executive Officer,None,Christian
21,Cinnamon Drives,Roger,Begum,36,Lodger,Single,Male,Advice worker,None,No Religion
21,Cinnamon Drives,Conor,Marsh,34,Lodger,Divorced,Male,"Editor, commissioning",None,Christian
22,Cinnamon Drives,Natalie,Hill,39,Head,Married,Female,Technical sales engineer,None,Christian
22,Cinnamon Drives,Glenn,Hill,41,Husband,Married,Male,Unemployed,None,No Religion
22,Cinnamon Drives,Kirsty,Hill,14,Daughter,NA,Female,Student,None,No Religion
23,Cinnamon Drives,Hannah,Smith,34,Head,Divorced,Female,Unemployed,None,Christian
23,Cinnamon Drives,Janice,Smith,11,Daughter,NA,Female,Student,None,NA
23,Cinnamon Drives,Chelsea,Smith,7,Daughter,NA,Female,Student,None,NA
23,Cinnamon Drives,Chloe,Smith,5,Daughter,NA,Female,Student,None,NA
24,Cinnamon Drives,Wendy,Jennings,35,Head,Single,Female,Unemployed,None,Christian
24,Cinnamon Drives,Norman,Jennings,11,Son,NA,Male,Student,None,NA
24,Cinnamon Drives,Garry,Jennings,10,Son,NA,Male,Student,None,NA
24,Cinnamon Drives,Sam,Jennings,8,Son,NA,Male,Student,None,NA
25,Cinnamon Drives,Ellie,Hyde,49,Head,Married,Female,Unemployed,None,No Religion
25,Cinnamon Drives,Mathew,Hyde,51,Husband,Married,Male,IT sales professional,None,No Religion
25,Cinnamon Drives,Gareth,Hyde,23,Son,Single,Male,Freight forwarder,None,No Religion
25,Cinnamon Drives,Julian,Hyde,16,Son,NA,Male,Student,None,No Religion
26,Cinnamon Drives,Mandy,Robinson,30,Head,Married,Female,Fish farm manager,None,No Religion
26,Cinnamon Drives,Gareth,Robinson,32,Husband,Married,Male,Equality and diversity officer,None,No Religion
26,Cinnamon Drives,Liam,Whitehouse,0,Son,NA,Male,Child,None,No Religion
26,Cinnamon Drives,Billy,Finch,61,Visitor,Single,Male,Television production assistant,None,Christian
27,Cinnamon Drives,Angela,Stewart,35,Head,Married,Female,Best boy,None,Christian
27,Cinnamon Drives,Ian,Stewart,40,Husband,Married,Male,"Engineer, civil (consulting)",Blind,No Religion
27,Cinnamon Drives,Billy,Edwards,47,Lodger,Single,Male,Museum/gallery curator,None,No Religion
28,Cinnamon Drives,Janice,Parker,37,Head,Single,Female,Unemployed,None,Christian
28,Cinnamon Drives,Dawn,Parker,10,Daughter,NA,Female,Student,None,NA
28,Cinnamon Drives,Carolyn,Gilbert-Parker,4,Daughter,NA,Female,Child,None,NA
28,Cinnamon Drives,Max,Gilbert-Parker,2,Son,NA,Male,Child,None,NA
29,Cinnamon Drives,Yvonne,Kennedy,51,Head,Married,Female,Chief Executive Officer,None,Christian
29,Cinnamon Drives,Jeremy,Kennedy,52,Husband,Married,Male,Theme park manager,None,No Religion
29,Cinnamon Drives,Dean,Kennedy,24,Son,Divorced,Male,Health visitor,None,Christian
30,Cinnamon Drives,Lauren,Browne,69,Head,Married,Female,Retired Educational psychologist,None,Christian
30,Cinnamon Drives,Elliott,Browne,69,Husband,Married,Male,Retired Early years teacher,None,Christian
30,Cinnamon Drives,Abigail,Browne,47,Daughter,Married,Female,Engineering geologist,None,Christian
30,Cinnamon Drives,Bryan,Browne,47,Son-in-law,Married,Male,Market researcher,None,Christian
31,Cinnamon Drives,Kathleen,Clarke,26,Head,Single,Female,Personnel officer,None,No Religion
31,Cinnamon Drives,Gareth,Rahman,43,None,Single,Male,Holiday representative,None,Christian
31,Cinnamon Drives,Heather,Roberts,26,None,Single,Female,Armed forces training and education officer,None,Christian
31,Cinnamon Drives,Denis,Evans,51,None,Single,Male,Structural engineer,None,Christian
32,Cinnamon Drives,Rachael,Green,49,Head,Single,Female,Pensions consultant,None,Christian
32,Cinnamon Drives,Damien,Hooper,47,Partner,Single,Male,Museum education officer,None,No Religion
32,Cinnamon Drives,Connor,Green,23,Son,Single,Male,Museum/gallery exhibitions officer,None,Christian
32,Cinnamon Drives,Rachael,Green,20,Daughter,Single,Female,University Student,None,Christian
32,Cinnamon Drives,Nicole,Green,20,Daughter,Single,Female,Unemployed,None,Christian
32,Cinnamon Drives,Roy,Green,16,Son,NA,Male,Student,None,Christian
1,Thomas Avenue,Sheila,Richardson,35,Head,Divorced,Female,"Engineer, building services",None,Christian
1,Thomas Avenue,Melissa,Richardson,9,Daughter,NA,Female,Student,None,NA
1,Thomas Avenue,Elizabeth,Richardson,7,Daughter,NA,Female,Student,None,NA
1,Thomas Avenue,Ruth,Richardson,3,Daughter,NA,Female,Child,None,NA
2,Thomas Avenue,Lucy,O'Brien,29,Head,Married,Female,Mental health nurse,None,Christian
2,Thomas Avenue,Stewart,O'Brien,33,Husband,Married,Male,Environmental health practitioner,None,No Religion
2,Thomas Avenue,Katy,O'Brien,6,Daughter,NA,Female,Student,None,Christian
2,Thomas Avenue,Sara,O'Brien,1,Daughter,NA,Female,Child,None,Christian
3,Thomas Avenue,Emily,Hawkins,42,Head,Married,Female,"Teacher, special educational needs",None,No Religion
3,Thomas Avenue,Frank,Hawkins,43,Husband,Married,Male,Film/video editor,None,No Religion
3,Thomas Avenue,Lee,Hawkins,11,Son,NA,Male,Student,None,No Religion
4,Thomas Avenue,Yvonne,Smith,68,Head,Single,Female,Retired Financial risk analyst,None,Christian
4,Thomas Avenue,Gregory,Smith,36,Son,Single,Male,"Journalist, newspaper",None,Christian
4,Thomas Avenue,Paige,Davis,33,Daughter,Single,Female,Data scientist,None,Christian
5,Thomas Avenue,Katie,Murphy,36,Head,Single,Female,Make,None,Christian
5,Thomas Avenue,Elliott,Spencer,40,Partner,Single,Male,Geochemist,None,Christian
5,Thomas Avenue,Joe,Murphy,12,Son,NA,Male,Student,None,Christian
5,Thomas Avenue,Hazel,Murphy,12,Daughter,NA,Female,Student,None,Christian
5,Thomas Avenue,Jasmine,Murphy,10,Daughter,NA,Female,Student,None,Christian
6,Thomas Avenue,Helen,Smith,61,Head,Married,Female,Accounting technician,None,Christian
6,Thomas Avenue,Michael,Smith,66,Husband,Married,Male,Minerals surveyor,None,No Religion
6,Thomas Avenue,Denise,Cole-Smith,26,Daughter,Divorced,Female,Commercial/residential surveyor,None,No Religion
6,Thomas Avenue,Lauren,Cole-Smith,22,Daughter,Single,Female,University Student,None,No Religion
6,Thomas Avenue,Karl,Cole-Smith,19,Son,Single,Male,University Student,None,Christian
6,Thomas Avenue,Stacey,Cole-Smith,16,Daughter,NA,Female,Student,None,Christian
7,Thomas Avenue,Howard,Baker,43,Head,Single,Male,"Lecturer, higher education",None,No Religion
8,Thomas Avenue,Shannon,Cooke,45,Head,Single,Female,Unemployed,None,Christian
8,Thomas Avenue,Sarah,Walton-Cooke,12,Daughter,NA,Female,Student,None,NA
8,Thomas Avenue,Geraldine,Walton-Cooke,8,Daughter,NA,Female,Student,None,NA
8,Thomas Avenue,Shaun,Walton-Cooke,3,Son,NA,Male,Child,None,NA
9,Thomas Avenue,Joyce,Arnold,70,Head,Widowed,Female,Retired Interior and spatial designer,None,Christian
10,Thomas Avenue,Lynda,Collins,47,Head,Married,Female,Recycling officer,None,No Religion
10,Thomas Avenue,Norman,Collins,47,Husband,Married,Male,Publishing rights manager,None,No Religion
10,Thomas Avenue,Mitchell,Collins,16,Son,NA,Male,Student,None,No Religion
11,Thomas Avenue,Thomas,Parkinson,42,Head,Married,Male,Materials engineer,None,No Religion
11,Thomas Avenue,Tina,Parkinson,40,Wife,Married,Female,Graphic designer,None,No Religion
11,Thomas Avenue,Elliot,Parkinson,17,Son,NA,Male,Student,None,No Religion
11,Thomas Avenue,Malcolm,Parkinson,15,Son,NA,Male,Student,None,No Religion
12,Thomas Avenue,Leonard,Watson,20,Head,Single,Male,University Student,None,Christian
12,Thomas Avenue,Tracey,McLean,20,None,Single,Female,University Student,None,Christian
12,Thomas Avenue,Molly,Perry,20,None,Single,Female,University Student,None,Christian
12,Thomas Avenue,Julian,Hunt,19,None,Single,Male,University Student,None,Christian
13,Thomas Avenue,Rosie,Watson,59,Head,Married,Female,Financial risk analyst,Physical Disability,No Religion
13,Thomas Avenue,Douglas,Watson,62,Husband,Married,Male,Unemployed,None,No Religion
13,Thomas Avenue,Jennifer,Watson,39,Daughter,Single,Female,Careers information officer,None,No Religion
14,Thomas Avenue,Tracey,Harris,19,Head,Divorced,Female,University Student,None,No Religion
15,Thomas Avenue,Beth,Page,55,Head,Single,Female,"Surveyor, land/geomatics",None,Christian
15,Thomas Avenue,Robin,Smart,63,Partner,Single,Male,Insurance underwriter,None,Christian
16,Thomas Avenue,Kenneth,Cooper,57,Head,Single,Male,"Surveyor, insurance",None,No Religion
17,Thomas Avenue,Charlene,Anderson,59,Head,Married,Female,Research scientist (life sciences),None,Christian
17,Thomas Avenue,Victor,Anderson,59,Husband,Married,Male,"Therapist, horticultural",None,No Religion
17,Thomas Avenue,Melissa,Anderson,34,Daughter,Single,Female,Tourist information centre manager,None,Christian
18,Thomas Avenue,Lynn,Powell,34,Head,Married,Female,Counsellor,None,Christian
18,Thomas Avenue,Adrian,Powell,35,Husband,Married,Male,Armed forces operational officer,None,Christian
18,Thomas Avenue,Sam,Atkinson-Powell,15,Son,NA,Male,Student,None,No Religion
18,Thomas Avenue,Hayley,Atkinson-Powell,11,Daughter,NA,Female,Student,None,Christian
18,Thomas Avenue,Ross,Atkinson-Powell,6,Son,NA,Male,Student,None,No Religion
18,Thomas Avenue,Eileen,Atkinson-Powell,2,Daughter,NA,Female,Child,None,Christian
19,Thomas Avenue,Gavin,Mellor,43,Head,Married,Male,"Teacher, English as a foreign language",None,No Religion
19,Thomas Avenue,Gillian,Mellor,40,Wife,Married,Female,"Producer, television/film/video",None,No Religion
19,Thomas Avenue,Gavin,Mellor,1,Adopted Son,NA,Male,Child,None,No Religion
19,Thomas Avenue,Jonathan,White,23,Lodger,Single,Male,"Journalist, magazine",None,No Religion
20,Thomas Avenue,Emily,McCarthy,35,Head,Married,Female,Minerals surveyor,None,Christian
20,Thomas Avenue,Julian,McCarthy,38,Husband,Married,Male,Copy,None,Christian
20,Thomas Avenue,Victor,Williams-McCarthy,6,Son,NA,Male,Student,None,Christian
20,Thomas Avenue,Roy,Williams-McCarthy,2,Son,NA,Male,Child,None,Christian
21,Thomas Avenue,Thomas,Moore,53,Head,Married,Male,"Psychologist, prison and probation services",None,No Religion
21,Thomas Avenue,Paige,Moore,51,Wife,Married,Female,"Optician, dispensing",None,No Religion
21,Thomas Avenue,Leslie,Moore,13,Son,NA,Male,Student,None,No Religion
22,Thomas Avenue,Michelle,Thompson,29,Head,Single,Female,"Surveyor, insurance",None,No Religion
22,Thomas Avenue,Karl,Scott,30,Partner,Single,Male,Unemployed,Blind,No Religion
22,Thomas Avenue,Stanley,Thompson,35,Lodger,Widowed,Male,Industrial/product designer,None,Christian
22,Thomas Avenue,Jamie,Morgan,34,Lodger,Single,Male,"Librarian, academic",Physical Disability,Christian
23,Thomas Avenue,Cheryl,Abbott,36,Head,Married,Female,Unemployed,None,No Religion
23,Thomas Avenue,Mathew,Abbott,38,Husband,Married,Male,"Scientist, research (physical sciences)",None,No Religion
23,Thomas Avenue,Sian,Abbott,17,Daughter,NA,Female,Student,None,NA
23,Thomas Avenue,Olivia,Abbott,17,Daughter,NA,Female,Student,None,NA
24,Thomas Avenue,Patricia,Hughes,45,Head,Married,Female,Senior tax professional/tax inspector,None,No Religion
24,Thomas Avenue,Garry,Hughes,47,Husband,Married,Male,"Engineer, aeronautical",None,No Religion
24,Thomas Avenue,Craig,Hughes,15,Son,NA,Male,Student,None,No Religion
24,Thomas Avenue,Stewart,Hughes,14,Son,NA,Male,Student,None,No Religion
24,Thomas Avenue,Michael,Hughes,12,Son,NA,Male,Student,None,No Religion
25,Thomas Avenue,Tom,Hayes,38,Head,Single,Male,Plant breeder/geneticist,None,No Religion
25,Thomas Avenue,Molly,Hayes,8,Daughter,NA,Female,Student,None,NA
25,Thomas Avenue,Christopher,Hayes,5,Son,NA,Male,Student,None,NA
25,Thomas Avenue,Gareth,Hayes,0,Son,NA,Male,Child,None,NA
25,Thomas Avenue,Janet,Hudson,21,Lodger,Single,Female,University Student,None,Buddist
26,Thomas Avenue,Katherine,Parker,39,Head,Married,Female,Web designer,None,No Religion
26,Thomas Avenue,Ross,Parker,43,Husband,Married,Male,Air cabin crew,None,No Religion
26,Thomas Avenue,Josephine,Parker,6,Daughter,NA,Female,Student,None,No Religion
26,Thomas Avenue,Bruce,Parker,1,Son,NA,Male,Child,None,No Religion
26,Thomas Avenue,Kirsty,Booth,33,Sibling,Single,Female,Ceramics designer,None,No Religion
27,Thomas Avenue,Emma,Williams,65,Head,Single,Female,Wellsite geologist,None,No Religion
27,Thomas Avenue,Sian,Williams,38,Daughter,Single,Female,Podiatrist,None,No Religion
27,Thomas Avenue,Jay,Williams,35,Son,Single,Male,Soil scientist,None,No Religion
27,Thomas Avenue,Janet,Williams,34,Adopted Daughter,Widowed,Female,Merchant navy officer,None,No Religion
28,Thomas Avenue,Martin,George,75,Head,Married,Male,Retired Marine scientist,None,Christian
28,Thomas Avenue,Megan,George,75,Wife,Married,Female,Retired Trade union research officer,None,No Religion
29,Thomas Avenue,Hannah,Potts,44,Head,Single,Female,"Engineer, biomedical",None,Christian
29,Thomas Avenue,Allan,Bennett,32,None,Divorced,Male,"Development worker, community",None,Christian
29,Thomas Avenue,Sara,Williams,55,None,Single,Female,Hydrogeologist,None,Christian
29,Thomas Avenue,Neil,Brown,12,None,Single,Male,Student,Sprained Ankle,
30,Thomas Avenue,Chelsea,Robinson,52,Head,Married,Female,Drilling engineer,None,No Religion
30,Thomas Avenue,David,Robinson,59,Husband,Married,Male,"Buyer, industrial",None,No Religion
30,Thomas Avenue,Paige,Robinson,15,Daughter,NA,Female,Student,None,No Religion
31,Thomas Avenue,Katie,Evans,58,Head,Married,Female,Recruitment consultant,None,No Religion
31,Thomas Avenue,George,Evans,60,Husband,Married,Male,Risk manager,None,No Religion
31,Thomas Avenue,Timothy,Evans,31,Son,Single,Male,Broadcast journalist,None,No Religion
31,Thomas Avenue,Charlotte,Evans,28,Daughter,Single,Female,Dramatherapist,None,No Religion
32,Thomas Avenue,Maureen,Bradshaw,45,Head,Married,Female,Local government officer,None,No Religion
32,Thomas Avenue,Joe,Mason,51,Husband,Married,Male,Passenger transport manager,None,No Religion
32,Thomas Avenue,Declan,Bradshaw,13,Son,NA,Male,Student,None,NA
32,Thomas Avenue,Gemma,Bradshaw,10,Adopted Daughter,NA,Female,Student,None,NA
32,Thomas Avenue,Lucy,Bradshaw,6,Daughter,NA,Female,Student,None,NA
33,Thomas Avenue,Melissa,Cooper,42,Head,Married,Female,Psychiatric nurse,None,No Religion
33,Thomas Avenue,Marcus,Cooper,45,Husband,Married,Male,"Editor, magazine features",None,No Religion
33,Thomas Avenue,Edward,Cooper,16,Son,NA,Male,Student,None,No Religion
33,Thomas Avenue,Louise,Cooper,11,Daughter,NA,Female,Student,None,No Religion
34,Thomas Avenue,George,Baxter,20,Head,Widowed,Male,University Student,None,Christian
